avg_grade,grade_std,min_grade,max_grade,n_courses,avg_brs,satisfaction_score,engagement_score,workload_perception,stress_level,motivation_score,anxiety_score,n_essays,avg_essay_grade,trend_grades,grade_stability,cognitive_load,overall_satisfaction,psychological_wellbeing,academic_activity
3.736964191976761,0.40907759840742297,2.8624837956236187,4.110277832638497,9,63.26059310550616,4.004666043182496,4.083852097941508,2.621408136088695,2.911049055271749,2.7487572072339397,5.964756793950441,3,4.119845287174447,-0.5722455075832031,0.10917574266745492,3.217955109149713,4.044259070562002,4.62431711933725,7.49130946131784
3.3571278621370735,1.124417706141141,2.0,5.0,7,52.899046017003684,2.248646775974261,2.12081146855568,2.8289216229294603,2.450950073048921,8.879739429633759,9.024399961374364,4,3.2414136143612513,-0.2353989079604415,0.33393971128482397,3.3695977729692803,2.1847291222649705,5.801463131736824,7.238085241424716
3.6670588596037703,0.7137819802208059,2.626887650165224,4.529579971079675,8,35.65448394454422,3.8691264689028677,2.6321719952722877,3.806408373880469,3.2425800069796207,1.9696810308937651,2.006111435751532,3,3.161478969641868,-0.8956192781418455,0.19411763789327025,4.11846558491352,3.2506492320875777,5.573663196054205,7.11137257306918
3.2581659280537045,0.6945124827594998,2.5577715668061174,4.584510287043961,6,51.24087793409751,1.8000423577734534,1.1494626405544444,3.0969989253674965,7.238155239078763,4.3964575142473725,7.597261219326121,3,3.707575082371137,-0.2571105502964759,0.21250832976314146,4.977384363271252,1.474752499163949,3.1870136852808293,6.17211061870247
3.9024262772820055,0.521972028972105,3.033759518869602,4.541479334528076,9,54.18798626862182,2.8402879767926517,1.9482516043907223,2.5285838675550734,8.18819386870304,7.493987943269137,6.8467166171918965,1,3.917634361467245,0.12831337258502984,0.1334138951072385,4.581787201271062,2.3942697905916868,4.153025819124734,6.268284184854671
3.5680296013068897,0.5560425104882974,2.941427177347718,4.331060916089543,5,34.24193548970433,2.0611595109956715,4.116877133489197,1.306551500618315,5.8805606733896365,6.402789452771725,2.6584553380975215,4,3.7073804861502304,-0.5237560480916961,0.1554046702926104,3.4978878915420886,3.0890183222424343,5.954591147094855,6.712019734204593
3.450720737195791,0.8314561538832038,2.0,5.0,8,58.81183303429789,2.8061128595163476,3.423945081060229,3.3857823580314554,3.2247875371955157,4.159219380294299,6.673786395408251,3,2.5826686241212666,-0.979890482973647,0.2402552002959157,3.8321174177528086,3.1150289702882885,4.75354848256351,6.967147158130527
3.3196166560732405,0.9969326666022568,2.0,4.47776267696635,8,41.57252256875992,4.076388370341215,1.8230820878174856,4.470320123176139,3.104782331172782,6.786238567402783,9.243733805766496,3,3.3670639050500553,0.6247249529874424,0.29941364714879287,4.51514085917502,2.9497352290793506,4.8125741434878355,6.87974443738216
3.287471370691282,1.0237092083425439,2.16417666234528,4.911749547410175,7,37.78562697348333,4.048039761910647,2.0297679804897286,3.7430497670402247,1.2430834990546302,5.489495100466395,9.184359876671188,4,3.873286028485474,-0.3622557288129524,0.3104527964796048,3.5763943443783597,3.038903871200188,5.020683908246859,7.191647580460855
3.6027640845411364,1.1330248420009268,2.09722446699947,5.0,5,44.57925011244914,3.0630891506948945,4.26720809195824,2.5259800401878088,9.333010482351945,2.757363066355323,7.196265745161413,1,2.0,-1.7465448943235797,0.3136171683197062,4.961656854242521,3.6651486213265674,2.076028946280655,4.735176056360758
3.358273085352,0.6018483212063662,2.46924209619414,4.037805827531018,7,62.00739732122373,4.713487374884204,1.8363368117796033,1.5109042584925176,6.3813939896881955,6.463294454971398,0.48073112534060103,2,2.726282219842041,0.5639231802449318,0.17868156944390698,3.467734168891077,3.2749120933319036,6.5337231133142,5.905515390234666
3.385473018611225,1.0826217268250922,2.027300614934684,4.796426756132702,7,55.411708929562266,2.055136409793096,2.336630903388525,4.2653527476169755,0.26974619855864024,2.0424708634452338,8.722643373201615,4,3.8681086594895246,-0.6184895463409461,0.318842682857746,3.6001505645975307,2.1958836565908104,4.350027097228327,7.256982012407484
3.369823223024503,0.8269824984456274,2.284656013611058,4.419418661028541,7,50.097309509601146,1.9612454044769323,3.6574347666185774,4.7669934489248185,6.623670951866806,6.939882842591655,6.577786070045399,2,3.2815021973252696,-0.6448689302483084,0.2446821753315209,5.7192192832388145,2.809340085547755,4.579475273559816,5.913215482016336
3.8026995962010153,0.8501709655835196,2.8051142485875165,4.780990581713633,5,40.48984153118148,3.455225604701735,3.2444495428323146,2.553091963185059,4.471534241935079,0.031108776232428026,3.1043425318273443,4,3.282213589214068,-1.4798804852709102,0.22298398920036405,3.8592393894350656,3.349837573767025,4.151744000823335,6.868466397467344
3.680268484837834,0.5535803785581888,2.375872062108432,4.167137723639123,9,41.69513283263685,3.4851881368671562,2.843480820935257,3.914568756736246,9.725579630469195,5.487725137617697,1.872503617056993,4,4.275909134057776,-0.3846213671555918,0.15001086799854224,6.518239047980562,3.164334478901207,4.629880630030503,8.120178989891889
3.5240877916444995,0.7032413086842858,2.3115517015704223,4.325475631574908,6,44.58696994745901,1.186160158259896,4.598964363918977,2.643053759563023,8.19068824806407,4.01067627556141,1.162038629973171,3,3.4623323916962696,-0.235291714708441,0.1989880699474786,4.992265255730039,2.8925622610894366,4.8859831325080565,6.349391861096333
3.2316262224205325,0.9477471242431057,2.0,4.6627075816941606,5,63.579176710426985,3.4311108495475904,1.8788418508602067,3.0090677554087977,1.7131575383279818,3.031037738019473,0.5023689925776098,4,3.16858202040742,-1.0029506960933063,0.29236779912750704,3.2437643497151925,2.6549763502038983,6.938503735704626,6.487750814947021
3.552054005933902,0.5825595469007482,2.85617046667174,4.165234206167426,6,47.955425145926995,2.4977446293960575,3.9656795634519995,4.345905522465639,7.201111188748665,5.157079672346375,7.541032479507565,1,3.2839985102961697,-0.048125227583853736,0.16354596138359567,5.464307411226648,3.2317120964240287,3.4716453346967153,5.034702670622601
3.4894605330892308,0.5878298260615895,2.935831410936175,4.636403398391884,8,55.59267017541312,3.9897701012822364,1.6362553624727334,1.3336973688446143,4.855660038352633,6.453116325358881,2.358429989432753,1,3.3070480891517686,0.6297364552882314,0.1679772697829711,2.674351592013954,2.813012731877485,6.413008765857832,5.6596403553928205
3.1306902193470716,0.5876083101992805,2.0,3.90538772998947,8,41.4124794243661,4.2324226581810915,3.4629353339285807,3.1213413951468203,1.8704516366992818,9.653122662134649,0.2425293604325507,4,2.9158219099072493,0.010102101529914975,0.18709527815877378,3.3710448089976404,3.847678996054836,9.180047221667605,7.420460146231381
4.001052415060504,0.4752344453199108,3.2125663273703524,4.605727192830022,6,68.08237388288747,3.2086152781881463,4.482494253645253,1.8584810986848899,6.987399073299491,8.330644898880976,3.972706518419893,3,3.3442285429827496,-0.3488698248014934,0.11848123538239584,4.068120423556423,3.8455547659166998,5.790179769053864,6.667368276707002
3.4021373995272817,0.5655036495518475,2.7070557523119603,4.189810419837503,9,51.44396171725597,1.0068201260090603,2.8316071419125515,2.3592237819830495,5.473875786942454,7.171498830838107,4.826070805923389,3,2.7020684504039196,0.3539217563341599,0.16573296539295063,3.8974411169695173,1.919213633960806,5.6238507459907545,7.268091599684855
3.471662401881894,0.6591619030449773,2.28145047617298,4.456037303139874,8,63.06234311224456,3.5454632406665683,3.8971780287653157,3.577715298569097,0.30373878771570495,4.789669116791464,1.692302309001269,2,3.2666738318954227,-0.6750580193771474,0.1893238996086151,2.819723128284633,3.721320634715942,7.5978760066914965,6.314441601254596
3.461179388874033,0.6316791456220745,2.5200519598488382,4.538927787331469,7,55.638218473787376,3.9955251186637373,4.281573411995953,1.1089136493473934,6.4658795052882585,3.9214411966435425,0.4404833616254977,4,3.1387374894901447,-0.10003410823121284,0.18197824855919534,3.5612356013276822,4.138549265329845,5.671692776576595,7.307452925916022
3.2882648011085207,0.5872777710560789,2.5629255922152225,4.051890599837041,7,50.14991506924755,1.995933064926057,1.544105699510411,3.375300395892651,6.349870898624407,0.32529654585997214,1.8912548309806887,2,3.6619475455848978,0.35935794224334483,0.17805658625671886,4.700157230136569,1.770019382218234,4.028056938751625,5.858843200739014
4.144937300714473,0.6958748711058363,2.958886158352584,4.940752346328653,6,27.186375467450176,2.858584004563155,3.8233075811284403,2.1337689578149988,1.4408516105146263,3.5909690305904816,6.791027618365744,3,4.560166971349489,-0.07695784963250762,0.16748143732185208,2.4027965087148746,3.3409457928457975,5.1196966005700375,6.7632915338096495
3.6222106327560004,0.6142805992292629,2.9494722479197817,4.70271864141372,9,61.069526324688255,4.862906493647153,4.679364095954705,3.6779374432322887,3.4898772699669287,8.483771386726165,0.822436772512064,1,3.6816970054094726,0.2941022620226845,0.16912031303734368,3.7819173854771684,4.77113529480093,8.05715244808239,6.081473755170667
3.747467555332316,0.5827095288189669,2.7169866817109973,4.318512963749781,6,23.098795301944573,2.192462213576414,3.305482439422177,1.5663254076522168,5.858989707510399,3.8402458197628997,5.550370305569938,3,3.5722037247549983,0.56751248077892,0.15508038864953852,3.4972135076049446,2.7489723264992953,4.14362860222752,6.498311703554877
4.152011823240673,0.5196357546777391,3.6169984062550844,5.0,5,61.1450411365557,1.892613004166963,1.7444889781150241,3.9432464152647144,1.3878301410672989,4.615849990621465,1.4641198790816667,1,3.663685061998986,0.29289442179576186,0.12485206115371736,3.2581076571989094,1.8185509911409936,7.254633323490833,5.101341215493782
3.472555760706368,0.9163813969939656,2.5283848354805842,5.0,5,58.57972615462487,1.8434191619120406,1.507770126355772,3.5825588790519127,8.527233778347565,2.7183442402490474,1.9568917358041937,2,2.8960293278891696,-0.4860610950565407,0.2631347378076427,5.56411717881713,1.6755946441339062,4.078072908699096,5.315037173804245
3.627379598774999,0.6841044411664582,2.519387469598127,4.372836881731734,6,42.34845218105509,3.235203337415985,2.0389413218669916,4.884967331521405,0.2748604628770379,2.741327588133667,3.930778832666987,3,3.9913694336318675,-0.5355770591672591,0.188076174781662,3.8482650419732827,2.637072329641488,6.178562764196546,6.418253065849999
3.4018169516810115,0.7439960692340404,2.328500095832144,4.406837419602165,6,54.71671258606944,4.799148405232026,1.4140530760667303,4.644941453032592,1.0283741496935495,0.618717608917484,1.0082533605373134,1,3.7844811494256327,0.6234101686288902,0.21806447408248897,3.606085685252911,3.1066007406493785,6.19403003289554,4.934544634454007
3.1961650443094762,0.8612862723500592,2.0,4.117358968518676,7,57.615167493031,3.434760516801419,3.05357628634019,2.1332114527988093,1.1610691985488408,6.138039256198008,1.7320350278221286,2,3.468508691533068,-0.30465345846913605,0.2686344153987736,2.14249736804882,3.2441684015708043,7.748311676609013,5.797443362872984
3.4909857493495062,0.8723515273412421,2.2552810796080838,5.0,8,55.43597134567079,2.21329248095064,1.2788187308269383,1.1092662909017479,5.281071259750552,4.4806940304534635,3.489524114513541,3,3.7484847425856254,0.12621248338938473,0.24917311574413797,2.9998679471846827,1.746055605888789,5.236699552063123,6.993990499566337
3.245463113430763,0.5396090340618825,2.264428405114826,3.9027432660815022,8,30.978802908262743,3.5542791122698163,1.8936184985449058,3.621474244447031,6.201140121686253,6.059608074907946,3.2966900549836686,4,3.729352227267088,0.4831706522828876,0.1657549218836692,5.148029536860105,2.7239488054073613,5.520592632746009,7.496975408953841
3.4359620893112237,0.6302303389050254,2.524821981971099,4.144154139824758,9,32.39084464288381,3.4993691903911497,2.7596417756488574,3.41154955601869,4.037407965014865,5.468869000288528,7.492714856757319,3,3.7306232234760897,-0.4327930160347986,0.1828895160686447,4.120169025684082,3.1295054830200035,4.646248726172114,7.290641392874149
3.1295620689807153,0.7057669441684197,2.1521716841436302,3.837536603388228,5,55.491331974869205,3.387700542918617,2.895659001608086,1.1097150750657843,2.886668276681662,7.988445872971748,0.7478230512642436,2,4.195986295048796,-1.1282752133416487,0.22479789494894514,2.035366142271077,3.1416797722633514,8.117984848341948,5.08637471265381
3.8073118070515486,1.0524616233002217,2.330371222798491,5.0,5,38.38255803272789,1.637704827553208,3.261593940587858,1.4907101168103707,8.093173756255574,7.510119123114727,8.604507356663435,3,2.9693129650071746,0.9602769393952553,0.27570753359892075,4.191531329958772,2.4496493840705327,3.6041460033985726,6.204874538034365
3.759408097337372,0.9790282487502721,2.1836810024344864,4.813612128109096,8,50.46595042673604,3.5382671973799766,3.822459851002906,3.3388068181439423,0.6828598372642014,7.714538531378794,8.162321707394549,2,4.417848910130658,0.09660531900617686,0.25972996912747026,2.786824491184029,3.680363524191441,6.289785662240014,6.506272064891582
3.725108086939397,0.8056889149460764,2.5261561153095897,5.0,7,53.32316460637852,2.7206578100579986,1.1889145586618701,4.647309056173968,2.802918611327917,4.992390069416755,7.6599163969193835,1,2.3781392105213657,-0.3265472526693989,0.21570698790841952,4.199178907891951,1.9547861843599343,4.843185020389818,5.483405391292931
3.6456742072124064,0.7868415241431805,2.7253244361090916,4.711614050071665,6,66.81228041728805,1.0743682344921335,1.322483808703133,4.626001106053628,0.39115578803970763,3.538813513539305,3.093723624631325,3,3.9633227224619287,-0.1091925538169578,0.21523841555431653,3.7143860000489877,1.1984260215976332,6.684644700289424,6.430449471474938
3.760769630889522,1.0914483565530668,2.0,5.0,5,46.59256420076554,3.1590579485899806,1.243436607219123,1.6059402184482994,0.13890134966268008,9.334365905329529,8.228817855407875,2,3.617432222929824,1.3666135718858223,0.28944975784574645,1.4502605955197596,2.2012472779045518,6.988882233419658,5.507179753926348
3.589900278816111,0.8225768778156785,2.831722357392194,5.0,6,43.59648349349436,4.9570669808736705,2.6926012618596413,2.5382957856209982,3.5337988693220126,0.5426977371655395,1.828020802892808,2,2.8259627189976224,-0.15431767929260953,0.22849990669358125,3.203463480188003,3.824834121366656,5.060292688316906,5.726600185877408
3.445715722191175,0.8699953506695295,2.1807341328526215,4.866837095813509,9,46.29430515430022,2.398958363375934,1.1673917795317372,1.172811457408696,1.9482366244493199,1.5262130785023031,1.2440920585502824,4,4.220372136703132,-0.3249223248511739,0.25175547429517414,2.097953179755571,1.7831750714538357,6.1112947985009,7.963810481460783
3.1053902228812906,0.841634029217457,2.255283483037098,4.838057909470162,9,47.57230707222085,4.862236873274632,3.984325067325305,2.8770873854517163,2.6836585483824624,4.195990921766397,0.44956333489487355,1,2.2305400003812403,0.7552747558422759,0.27015364657563373,2.979277773095298,4.4232809702999685,7.0209230128296864,5.7369268152541935
3.391225336869904,0.8762394923123921,2.5283652082188746,4.551207579715119,5,54.856586190894426,1.3848229666503782,1.8920007241539114,4.012333838692823,8.209471574549681,6.139576525680112,9.393103630055759,4,4.637655921701587,0.12730834797370072,0.2576246515671267,6.078046417311775,1.6384118454021448,2.845667107024891,6.594150224579937
3.655697073350243,0.830524075630169,2.954372493440548,5.0,5,37.35694194259861,3.929800463469225,4.756849973159834,4.159890845462446,1.6298009624922138,0.08200374806721644,3.0801089770527366,4,5.0,0.5319338124204367,0.22656647808355757,3.9831942178057016,4.343325218314529,5.124031269507422,6.7704647155668285
3.2641745742122423,0.8203681161405793,2.219184561838598,4.433042197789431,7,58.933730810241556,1.4573199786513413,2.9456150203884457,2.995957866386292,7.802333671518009,7.19322819311142,9.17617880177906,3,3.3857598896891217,0.8024940097232665,0.2505572313101105,5.098083134763531,2.2014674995198935,3.404905239938117,6.5094497161414955
3.555477307032801,0.6767803271961947,2.2218304641812727,4.284854922939762,8,42.53368999293522,2.0942862942210967,2.7853030097688065,1.3834786988328736,6.7505062314636355,5.587265427899148,2.726135615193297,2,2.780597150764931,-0.20791895943272953,0.1898147902557857,3.505821209709794,2.4397946519949514,5.370207860414072,6.370318204688534
3.53461318246418,0.8271201512987801,2.0,4.7246006658749575,9,53.43852512522047,3.2833633412884975,4.1221547705580015,2.5254559007262656,3.264455251408327,4.8470275867692525,9.075659593363495,2,3.095584006036057,-0.6570443017997007,0.23334567376510587,3.105122350953619,3.7027590559232495,4.168970913999144,6.689742121642787
3.407512032728807,0.5468410864680251,2.9053679976280264,4.084090685207788,5,62.71693859948393,3.3711187759069956,3.8526159355719645,4.728407839897457,5.465561451762878,4.234950388278682,9.039290528460883,2,4.182580164784494,-0.5862125598640362,0.16001145898859784,5.307459043852597,3.61186735573948,3.2433661360183073,5.271674688485871
3.005732077889308,0.6036049489004353,2.0584156499359842,3.813443204322037,7,41.453499432404094,4.100845268936685,3.4292361637925715,1.9184502260788587,4.444356097745388,5.194870317406245,9.236760450107129,3,3.274337605729137,-0.22634651956989504,0.20015204710190787,3.2604188499677016,3.765040716364628,3.8379179231845764,6.337154718592871
3.637700893816439,0.3594630483699292,3.188322714512966,4.320923425117493,9,44.713926035916444,3.461245628909757,4.74058682500148,2.279017799650906,1.2839531549766536,1.617857344817476,4.961534392841937,3,2.0,-0.4359073938766409,0.09854509973098093,2.4473295847594887,4.1009162269556185,5.124123265666295,7.425133929210959
3.241899659139347,0.4706114987287655,2.29246246927459,3.688609705921124,7,54.45270274613865,3.374458817522243,2.689037043948308,3.9873087018522835,9.071853217341756,1.0871173927698252,8.65946286798892,1,3.768399158049503,0.15100030707916678,0.14471894832490567,5.848823540348775,3.0317479307352757,1.11860043581305,5.161266439426232
